Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Grams of Compost Harvested,Buzzer,Compost Notes
"6 Apr 2024, 2:17 PM",14,131,133,160,144,187,139,NaN,32.1,99,42,1,1,,Off,
"6 Apr 2024, 2:18 PM",14,173,188,142,169,143,183,NaN,32.1,97,42,1,1,,Off,
"6 Apr 2024, 2:19 PM",14,180,144,170,142,175,150,NaN,32.1,97,42,1,1,,Off,
"6 Apr 2024, 2:20 PM",14,130,163,164,166,190,131,NaN,32.1,99,42,1,1,,Off,
"6 Apr 2024, 2:21 PM",14,183,171,188,185,143,186,NaN,32.1,97,45,1,1,,Off,
"6 Apr 2024, 2:22 PM",14,159,140,153,141,168,187,NaN,32.1,93,35,1,1,,Off,
"6 Apr 2024, 2:23 PM",14,151,180,152,156,134,177,NaN,32.1,95,44,1,1,,Off,
"6 Apr 2024, 2:24 PM",14,167,135,178,178,165,152,NaN,32.1,93,43,1,1,,Off,
"6 Apr 2024, 2:25 PM",14,174,174,143,131,177,161,NaN,32.1,99,23,,,,Off,
"6 Apr 2024, 2:26 PM",14,174,180,131,135,188,173,NaN,32.1,96,48,,,,Off,
"6 Apr 2024, 2:27 PM",14,149,133,164,184,145,182,NaN,32.1,97,44,,,,Off,
"6 Apr 2024, 2:28 PM",14,132,165,187,189,132,141,NaN,32.1,94,43,,,,Off,
"6 Apr 2024, 2:29 PM",14,180,187,135,174,159,176,NaN,32.1,94,43,,,,Off,
"6 Apr 2024, 2:30 PM",14,141,178,140,163,134,187,NaN,32.1,95,43,,,,Off,
"6 Apr 2024, 2:31 PM",14,182,169,140,166,178,188,NaN,32.1,94,49,,,,Off,
"6 Apr 2024, 2:32 PM",14,174,143,182,190,180,140,NaN,32.1,98,48,,,,Off,
"6 Apr 2024, 2:33 PM",14,136,168,172,145,166,186,NaN,32.1,94,43,,,,Off,
"6 Apr 2024, 2:34 PM",14,146,189,140,158,166,184,NaN,32.1,95,43,,,,Off,
"6 Apr 2024, 2:35 PM",14,168,175,160,170,161,167,NaN,32.1,96,48,,,,Off,
"6 Apr 2024, 2:36 PM",14,162,167,171,188,157,165,NaN,32.1,98,48,,,,Off,
"6 Apr 2024, 2:37 PM",14,169,147,143,137,148,173,NaN,32.1,95,48,,,,Off,
"6 Apr 2024, 2:38 PM",14,157,177,190,139,145,156,NaN,32.1,95,49,1,1,,Off,
"6 Apr 2024, 2:39 PM",14,178,141,161,132,172,166,NaN,33.3,98,48,1,1,,Off,
"6 Apr 2024, 2:40 PM",14,152,184,159,130,131,168,NaN,33.3,93,43,1,1,,Off,
"6 Apr 2024, 2:41 PM",14,181,180,161,173,173,169,NaN,33.3,99,43,1,1,,Off,
"6 Apr 2024, 2:42 PM",14,189,146,144,189,170,141,NaN,33.3,97,43,1,1,,Off,
"6 Apr 2024, 2:43 PM",14,154,136,159,179,136,165,NaN,33.3,99,43,1,1,,Off,
"6 Apr 2024, 2:44 PM",14,140,178,149,151,175,150,NaN,33.3,96,49,1,1,,Off,
"6 Apr 2024, 2:45 PM",14,143,131,151,188,186,136,NaN,33.3,99,43,1,1,,Off,
"6 Apr 2024, 2:46 PM",14,139,156,167,177,185,133,NaN,33.3,94,43,1,1,,Off,
"6 Apr 2024, 2:47 PM",14,170,178,163,188,186,132,NaN,33.3,93,43,1,1,,Off,
"6 Apr 2024, 2:48 PM",14,147,140,143,171,173,190,NaN,33.3,96,43,1,1,,Off,
"6 Apr 2024, 2:49 PM",14,177,145,130,161,183,178,NaN,33.3,96,43,1,1,,Off,
"6 Apr 2024, 2:50 PM",14,151,131,148,176,178,157,NaN,33.3,98,43,1,1,,Off,
"6 Apr 2024, 2:51 PM",14,150,167,144,189,163,138,NaN,33.3,93,43,1,1,,Off,
"6 Apr 2024, 2:52 PM",14,148,158,142,136,183,175,NaN,33.3,94,43,1,1,,Off,
"6 Apr 2024, 2:53 PM",14,156,169,180,178,146,190,NaN,33.3,93,43,1,1,,Off,
"6 Apr 2024, 2:54 PM",14,170,181,186,164,181,181,NaN,33.3,97,43,,,,Off,
"6 Apr 2024, 2:55 PM",14,184,134,157,169,140,181,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 2:56 PM",14,190,148,131,175,154,136,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 2:57 PM",14,162,162,143,130,168,138,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 2:58 PM",14,144,167,154,150,139,180,NaN,33.3,94,43,,,,Off,
"6 Apr 2024, 2:59 PM",14,166,151,156,133,138,133,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:00 PM",14,139,141,131,179,142,150,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 3:01 PM",14,184,174,188,154,151,142,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 3:02 PM",14,151,172,161,185,173,165,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:03 PM",14,140,167,150,182,150,176,NaN,33.3,94,43,,,,Off,
"6 Apr 2024, 3:04 PM",14,166,187,147,156,170,175,NaN,33.3,94,43,,,,Off,
"6 Apr 2024, 3:05 PM",14,166,143,181,154,137,178,NaN,33.3,97,43,,,,Off,
"6 Apr 2024, 3:06 PM",14,145,163,134,130,187,148,NaN,33.3,97,43,,,,Off,
"6 Apr 2024, 3:07 PM",14,147,173,190,133,179,178,NaN,33.3,94,43,,,,Off,
"6 Apr 2024, 3:08 PM",14,186,173,166,132,152,172,NaN,33.3,94,43,,,,Off,
"6 Apr 2024, 3:09 PM",14,172,147,162,188,156,161,NaN,33.3,98,43,,,,Off,
"6 Apr 2024, 3:10 PM",14,171,150,158,190,154,159,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 3:11 PM",14,174,183,132,174,164,149,NaN,33.3,97,43,,,,Off,
"6 Apr 2024, 3:12 PM",14,152,136,164,180,174,151,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:13 PM",14,181,132,156,172,144,162,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:14 PM",14,151,174,174,154,172,184,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:15 PM",14,164,149,175,156,143,181,NaN,33.3,99,43,,,,Off,
"6 Apr 2024, 3:16 PM",14,130,152,137,136,187,162,NaN,33.3,98,43,,,,Off,
"6 Apr 2024, 3:17 PM",14,180,132,158,139,168,165,NaN,33.3,99,43,,,,Off,
"6 Apr 2024, 3:18 PM",14,181,186,133,148,146,144,NaN,33.3,99,43,,,,Off,
"6 Apr 2024, 3:19 PM",14,184,159,188,156,145,169,NaN,33.3,98,43,,,,Off,
"6 Apr 2024, 3:20 PM",14,174,146,169,150,143,179,NaN,33.3,98,43,,,,Off,
"6 Apr 2024, 3:21 PM",14,154,155,178,168,163,171,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:22 PM",14,180,190,132,148,153,179,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:23 PM",14,-75.14285714,-75.14285714,-75.14285714,-75.14285714,-75.14285714,-75.14285714,NaN,33.3,99,43,,,,Off,
"6 Apr 2024, 3:24 PM",14,-82.78571429,-82.78571429,-82.78571429,-82.78571429,-82.78571429,-82.78571429,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:25 PM",14,-90.42857143,-90.42857143,-90.42857143,-90.42857143,-90.42857143,-90.42857143,NaN,33.3,95,43,,,,Off,
"6 Apr 2024, 3:26 PM",14,-98.07142857,-98.07142857,-98.07142857,-98.07142857,-98.07142857,-98.07142857,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 3:27 PM",14,-105.7142857,-105.7142857,-105.7142857,-105.7142857,-105.7142857,-105.7142857,NaN,33.3,98,43,,,,Off,
"6 Apr 2024, 3:28 PM",14,-113.3571429,-113.3571429,-113.3571429,-113.3571429,-113.3571429,-113.3571429,NaN,33.3,96,43,,,,Off,
"6 Apr 2024, 3:29 PM",14,-121,-121,-121,-121,-121,-121,NaN,31.9,96,43,,,,Off,
"6 Apr 2024, 3:30 PM",14,179,134,184,162,134,186,NaN,31.9,97,43,,,,Off,
"6 Apr 2024, 3:31 PM",14,152,134,185,135,168,141,NaN,31.9,99,43,,,,Off,
"6 Apr 2024, 3:32 PM",14,187,160,185,152,163,159,NaN,31.9,98,43,1,1,,Off,
"6 Apr 2024, 3:33 PM",14,172,183,169,164,167,175,NaN,31.9,94,43,1,1,,Off,
"6 Apr 2024, 3:34 PM",14,162,132,183,135,153,148,NaN,31.9,93,51,1,1,,Off,
"6 Apr 2024, 3:35 PM",14,142,178,185,179,149,138,NaN,31.9,93,50,1,1,,Off,
"6 Apr 2024, 3:36 PM",14,163,130,151,155,185,159,NaN,31.9,98,49,1,1,,Off,
"6 Apr 2024, 3:37 PM",14,166,153,158,165,184,130,NaN,31.9,99,50,1,1,,Off,
"6 Apr 2024, 3:38 PM",14,140,157,136,137,133,135,NaN,31.9,96,51,1,1,,Off,
"6 Apr 2024, 3:39 PM",14,141,159,164,158,180,148,NaN,31.9,97,49,1,1,,Off,
"6 Apr 2024, 3:40 PM",14,187,136,146,163,187,188,NaN,31.9,95,51,1,1,,Off,
"6 Apr 2024, 3:41 PM",14,173,130,137,173,182,145,NaN,31.9,99,50,1,1,,Off,
"6 Apr 2024, 3:42 PM",14,137,170,154,138,165,147,NaN,31.9,96,48,,,,Off,
"6 Apr 2024, 3:43 PM",14,157,187,148,190,183,152,NaN,31.9,94,51,,,,Off,
"6 Apr 2024, 3:44 PM",14,139,170,189,157,176,136,NaN,31.9,97,51,,,,Off,
"6 Apr 2024, 3:45 PM",14,179,151,157,180,190,163,NaN,31.9,96,51,,,,Off,
"6 Apr 2024, 3:46 PM",14,176,145,153,145,166,140,NaN,31.9,97,49,,,,Off,
"6 Apr 2024, 3:47 PM",14,156,146,137,155,139,145,NaN,31.9,99,50,,,,Off,
"6 Apr 2024, 3:48 PM",14,136,160,150,152,175,153,NaN,31.9,94,48,,,,Off,
"6 Apr 2024, 3:49 PM",14,186,137,164,131,130,162,NaN,31.9,96,48,,,,Off,
"6 Apr 2024, 3:50 PM",14,179,174,159,156,131,145,NaN,31.9,97,49,,,,Off,
"6 Apr 2024, 3:51 PM",14,158,174,136,148,130,153,NaN,31.9,95,50,,,,Off,
"6 Apr 2024, 3:52 PM",14,188,159,163,160,180,165,NaN,31.9,98,50,,,,Off,
"6 Apr 2024, 3:53 PM",14,131,133,145,176,164,171,NaN,31.9,96,51,,,,Off,
"6 Apr 2024, 3:54 PM",14,182,167,184,133,155,180,NaN,31.9,98,49,,,,Off,
"6 Apr 2024, 3:55 PM",14,189,176,164,172,185,172,NaN,31.9,97,50,,,,Off,
"6 Apr 2024, 3:56 PM",14,149,148,147,135,144,135,NaN,31.9,96,51,,,,Off,
"6 Apr 2024, 3:57 PM",14,146,179,182,142,141,156,NaN,31.9,98,49,,,,Off,
"6 Apr 2024, 3:58 PM",14,131,154,144,186,151,153,NaN,31.9,93,51,,,,Off,
"6 Apr 2024, 3:59 PM",14,184,173,172,148,189,148,NaN,31.9,94,49,,,,Off,
"6 Apr 2024, 4:00 PM",14,143,133,132,186,160,155,NaN,31.9,94,50,,,,Off,
"6 Apr 2024, 4:01 PM",14,187,167,132,189,182,186,NaN,31.9,94,50,,,,Off,
"6 Apr 2024, 4:02 PM",14,185,175,150,180,181,169,NaN,31.9,94,49,,,,Off,
"6 Apr 2024, 4:03 PM",14,156,185,159,174,156,186,NaN,31.9,93,48,,,,Off,
"6 Apr 2024, 4:04 PM",14,170,134,138,184,161,174,NaN,31.9,94,48,,,,Off,
"6 Apr 2024, 4:05 PM",14,170,179,172,160,136,135,NaN,31.9,97,48,,,,Off,
"6 Apr 2024, 4:06 PM",14,136,138,181,142,157,146,NaN,31.9,96,50,,,,Off,
"6 Apr 2024, 4:07 PM",14,165,146,164,148,186,159,NaN,31.9,95,50,,,,Off,
"6 Apr 2024, 4:08 PM",14,180,146,145,185,137,168,NaN,31.9,99,51,,,,Off,
"6 Apr 2024, 4:09 PM",14,182,171,190,143,138,170,NaN,31.9,93,51,,,,Off,
"6 Apr 2024, 4:10 PM",14,175,188,175,183,148,136,NaN,31.9,99,50,,,,Off,
"6 Apr 2024, 4:11 PM",14,183,167,150,155,149,157,NaN,31.9,93,48,,,,Off,
"6 Apr 2024, 4:12 PM",14,174,151,142,177,145,135,NaN,31.9,93,48,,,,Off,
"6 Apr 2024, 4:13 PM",14,151,148,136,180,170,151,NaN,31.9,96,49,,,,Off,
"6 Apr 2024, 4:14 PM",14,156,189,154,184,168,178,NaN,31.9,96,48,,,,Off,
"6 Apr 2024, 4:15 PM",14,161,136,167,175,149,172,NaN,31.9,93,49,,,,Off,
"6 Apr 2024, 4:16 PM",14,140,185,142,181,160,132,NaN,31.9,94,49,,,,Off,
"6 Apr 2024, 4:17 PM",14,185,172,155,152,168,168,NaN,31.9,94,49,,,,Off,
"6 Apr 2024, 4:18 PM",14,-128.6428571,-128.6428571,-128.6428571,-128.6428571,-128.6428571,-128.6428571,NaN,31.9,98,48,,,,Off,
"6 Apr 2024, 4:19 PM",14,-136.2857143,-136.2857143,-136.2857143,-136.2857143,-136.2857143,-136.2857143,NaN,31.9,94,51,,,,Off,
"6 Apr 2024, 4:20 PM",14,-143.9285714,-143.9285714,-143.9285714,-143.9285714,-143.9285714,-143.9285714,NaN,31.9,97,51,,,,Off,
"6 Apr 2024, 4:21 PM",14,-151.5714286,-151.5714286,-151.5714286,-151.5714286,-151.5714286,-151.5714286,NaN,31.9,95,48,,,,Off,
"6 Apr 2024, 4:22 PM",14,-159.2142857,-159.2142857,-159.2142857,-159.2142857,-159.2142857,-159.2142857,NaN,31.9,95,49,,,,Off,
"6 Apr 2024, 4:23 PM",14,-166.8571429,-166.8571429,-166.8571429,-166.8571429,-166.8571429,-166.8571429,NaN,31.9,95,51,,,,Off,
"6 Apr 2024, 4:24 PM",14,-174.5,-174.5,-174.5,-174.5,-174.5,-174.5,NaN,31.9,94,49,,,,Off,
"6 Apr 2024, 4:25 PM",14,137,178,164,182,175,186,NaN,31.9,97,48,,,,Off,
"6 Apr 2024, 4:26 PM",14,149,139,137,156,146,172,NaN,31.9,96,48,,,,Off,
"6 Apr 2024, 4:27 PM",14,147,175,154,145,130,146,NaN,31.9,99,49,,,,Off,
"6 Apr 2024, 4:28 PM",14,131,172,145,156,190,143,NaN,31.9,95,49,,,,Off,
"6 Apr 2024, 4:29 PM",14,160,173,131,139,175,156,NaN,31.9,99,51,,,,Off,
"6 Apr 2024, 4:30 PM",14,168,132,149,165,186,132,NaN,31.9,94,49,,,,Off,
"6 Apr 2024, 4:31 PM",14,150,143,182,144,181,170,NaN,31.9,95,49,,,,Off,
"6 Apr 2024, 4:32 PM",14,151,139,150,185,184,178,NaN,31.9,97,49,,,,Off,
"6 Apr 2024, 4:33 PM",14,172,149,169,166,182,173,NaN,31.9,99,49,,,,Off,
"6 Apr 2024, 4:34 PM",14,139,162,159,155,154,139,NaN,31.9,95,49,,,,Off,
"6 Apr 2024, 4:35 PM",14,190,185,163,158,131,162,NaN,32.4,97,50,,,,Off,
"6 Apr 2024, 4:36 PM",14,157,131,158,183,174,176,NaN,32.4,99,50,,,,Off,
"6 Apr 2024, 4:37 PM",14,164,181,149,131,160,181,NaN,32.4,95,48,,,,Off,
"6 Apr 2024, 4:38 PM",14,144,190,151,172,178,151,NaN,32.4,95,48,,,,Off,
"6 Apr 2024, 4:39 PM",14,163,187,182,182,189,169,NaN,32.4,94,51,,,,Off,
"6 Apr 2024, 4:40 PM",14,184,137,164,157,187,135,NaN,32.4,94,51,,,,Off,
"6 Apr 2024, 4:41 PM",14,134,133,144,158,137,138,NaN,32.4,97,48,,,,Off,
"6 Apr 2024, 4:42 PM",14,186,172,176,133,190,138,NaN,32.4,97,50,,,,Off,
"6 Apr 2024, 4:43 PM",14,176,155,190,146,175,179,NaN,32.4,93,51,,,,Off,
"6 Apr 2024, 4:44 PM",14,167,131,155,135,136,164,NaN,32.4,95,48,,,,Off,
"6 Apr 2024, 4:45 PM",14,180,134,154,152,140,186,NaN,32.4,93,50,,,,Off,
"6 Apr 2024, 4:46 PM",14,154,144,175,132,163,190,NaN,32.4,97,49,,,,Off,
"6 Apr 2024, 4:47 PM",14,151,175,145,132,185,164,NaN,32.4,99,48,,,,Off,
"6 Apr 2024, 4:48 PM",14,170,136,178,165,168,190,NaN,32.4,93,49,,,,Off,
"6 Apr 2024, 4:49 PM",14,182,180,147,130,162,158,NaN,32.4,93,48,,,,Off,
"6 Apr 2024, 4:50 PM",14,161,163,155,139,132,138,NaN,32.4,96,49,,,,Off,
"6 Apr 2024, 4:51 PM",14,161,137,144,176,142,155,NaN,32.4,95,48,,,,Off,
"6 Apr 2024, 4:52 PM",14,157,144,143,186,171,171,NaN,32.4,99,51,,,,Off,
"6 Apr 2024, 4:53 PM",14,149,178,174,160,154,158,NaN,32.4,95,48,,,,Off,
"6 Apr 2024, 4:54 PM",14,157,131,168,137,150,182,NaN,32.4,94,50,,,,Off,
"6 Apr 2024, 4:55 PM",14,186,183,152,140,177,183,NaN,32.4,94,51,,,,Off,
"6 Apr 2024, 4:56 PM",14,166,143,187,141,179,132,NaN,32.4,96,48,,,,Off,
"6 Apr 2024, 4:57 PM",14,173,180,171,154,139,149,NaN,32.4,93,49,,,,Off,
"6 Apr 2024, 4:58 PM",14,149,146,174,135,140,173,NaN,32.4,99,50,,,,Off,
"6 Apr 2024, 4:59 PM",14,148,157,150,190,164,174,NaN,32.4,97,49,,,,Off,
"6 Apr 2024, 5:00 PM",14,167,134,171,151,136,171,NaN,32.4,95,48,,,,Off,
"6 Apr 2024, 5:01 PM",14,137,181,175,132,133,162,NaN,32.4,96,50,,,,Off,
"6 Apr 2024, 5:02 PM",14,186,136,149,183,141,149,NaN,32.4,99,50,,,,Off,
"6 Apr 2024, 5:03 PM",14,171,151,164,130,177,136,NaN,32.4,94,50,,,,Off,
"6 Apr 2024, 5:04 PM",14,136,189,166,133,153,186,NaN,32.4,93,50,,,,Off,
"6 Apr 2024, 5:05 PM",14,137,147,189,174,145,131,NaN,32.4,97,49,,,,Off,
"6 Apr 2024, 5:06 PM",14,151,165,173,142,166,182,NaN,32.4,94,48,,,,Off,
"6 Apr 2024, 5:07 PM",14,147,173,144,182,136,185,NaN,32.4,99,49,,,,Off,
"6 Apr 2024, 5:08 PM",14,164,154,183,150,136,158,NaN,32.4,97,50,,,,Off,
"6 Apr 2024, 5:09 PM",14,182,146,179,137,162,157,NaN,32.4,95,50,,,,Off,
"6 Apr 2024, 5:10 PM",14,131,184,186,146,130,182,NaN,32.4,95,49,,,,Off,
"6 Apr 2024, 5:11 PM",14,188,152,146,146,139,182,NaN,32.4,99,50,,,,Off,
"6 Apr 2024, 5:12 PM",14,164,139,175,141,135,145,NaN,32.4,96,50,,,,Off,
"6 Apr 2024, 5:13 PM",14,-182.1428571,-182.1428571,-182.1428571,-182.1428571,-182.1428571,-182.1428571,NaN,32.4,94,49,,,,Off,
"6 Apr 2024, 5:14 PM",14,-189.7857143,-189.7857143,-189.7857143,-189.7857143,-189.7857143,-189.7857143,NaN,32.4,95,49,,,,Off,
"6 Apr 2024, 5:15 PM",14,-197.4285714,-197.4285714,-197.4285714,-197.4285714,-197.4285714,-197.4285714,NaN,32.4,99,51,,,,Off,
"6 Apr 2024, 5:16 PM",14,-205.0714286,-205.0714286,-205.0714286,-205.0714286,-205.0714286,-205.0714286,NaN,32.4,97,51,,,,Off,
"6 Apr 2024, 5:17 PM",14,-212.7142857,-212.7142857,-212.7142857,-212.7142857,-212.7142857,-212.7142857,NaN,32.4,97,49,,,,Off,
"6 Apr 2024, 5:18 PM",14,-220.3571429,-220.3571429,-220.3571429,-220.3571429,-220.3571429,-220.3571429,NaN,32.4,97,49,,,,Off,
"6 Apr 2024, 5:19 PM",14,-228,-228,-228,-228,-228,-228,NaN,32.4,99,49,,,,Off,
"6 Apr 2024, 5:20 PM",14,180,133,134,154,141,185,NaN,32.4,93,48,,,,Off,
"6 Apr 2024, 5:21 PM",14,131,161,187,137,158,188,NaN,32.4,97,49,,,,Off,
"6 Apr 2024, 5:22 PM",14,187,154,155,177,162,158,NaN,32.4,98,48,,,,Off,
"6 Apr 2024, 5:23 PM",14,139,141,133,133,190,153,NaN,32.4,98,49,,,,Off,
"6 Apr 2024, 5:24 PM",14,190,138,130,163,160,190,NaN,32.4,99,49,,,,Off,
"6 Apr 2024, 5:25 PM",14,184,148,134,187,134,149,NaN,32.4,94,50,,,,Off,
"6 Apr 2024, 5:26 PM",14,183,153,168,161,142,164,NaN,32.4,98,48,,,,Off,
"6 Apr 2024, 5:27 PM",14,167,169,179,155,179,138,NaN,32.4,93,49,,,,Off,
"6 Apr 2024, 5:28 PM",14,132,163,172,187,159,150,NaN,32.4,97,50,,,,Off,
"6 Apr 2024, 5:29 PM",14,157,150,150,130,155,171,NaN,32.4,95,51,,,,Off,
"6 Apr 2024, 5:30 PM",14,153,131,157,189,180,189,NaN,32.4,94,51,,,,Off,
"6 Apr 2024, 5:31 PM",14,179,154,159,174,143,130,NaN,32.4,93,51,,,,Off,
"6 Apr 2024, 5:32 PM",14,144,161,131,138,151,160,NaN,32.4,99,48,,,,Off,
"6 Apr 2024, 5:33 PM",14,150,157,157,185,159,183,NaN,32.4,96,48,,,,Off,
"6 Apr 2024, 5:34 PM",14,141,150,172,159,131,184,NaN,32.4,95,49,,,,Off,
"6 Apr 2024, 5:35 PM",14,156,151,174,189,190,152,NaN,32.4,93,51,,,,Off,
"6 Apr 2024, 5:36 PM",14,189,185,165,145,154,182,NaN,32.4,98,48,1,1,,Off,
"6 Apr 2024, 5:37 PM",14,133,155,149,150,182,188,NaN,32.4,96,49,1,1,,Off,
"6 Apr 2024, 5:38 PM",14,175,189,151,139,135,138,NaN,32.4,93,49,1,1,,Off,
"6 Apr 2024, 5:39 PM",14,143,181,155,165,132,180,NaN,32.4,97,48,1,1,,Off,
"6 Apr 2024, 5:40 PM",14,182,132,185,153,169,178,NaN,32.4,96,50,1,1,,Off,
"6 Apr 2024, 5:41 PM",14,159,170,185,187,141,176,NaN,32.4,93,51,1,1,,Off,
"6 Apr 2024, 5:42 PM",14,187,174,184,141,177,168,NaN,32.4,95,51,1,1,,Off,
"6 Apr 2024, 5:43 PM",14,144,151,165,153,176,190,NaN,32.4,97,48,1,1,,Off,
"6 Apr 2024, 5:44 PM",14,136,173,185,184,149,178,NaN,32.4,99,49,1,1,,Off,
"6 Apr 2024, 5:45 PM",14,162,136,181,159,182,182,NaN,32.4,98,49,1,1,,Off,
"6 Apr 2024, 5:46 PM",14,151,161,174,167,141,186,NaN,32.4,98,51,1,1,,Off,
"6 Apr 2024, 5:47 PM",14,179,133,173,170,168,131,NaN,32.4,94,51,1,1,,Off,
"6 Apr 2024, 5:48 PM",14,184,132,154,153,150,155,NaN,32.4,97,50,1,1,,Off,
"6 Apr 2024, 5:49 PM",14,154,168,169,156,147,185,NaN,32.4,94,48,1,1,,Off,
"6 Apr 2024, 5:50 PM",14,151,167,151,164,183,183,NaN,32.4,93,51,1,1,,Off,
"6 Apr 2024, 5:51 PM",14,168,184,140,170,189,171,NaN,33.1,98,49,1,1,,Off,
"6 Apr 2024, 5:52 PM",14,153,137,149,189,161,136,NaN,33.1,93,49,1,1,,Off,
"6 Apr 2024, 5:53 PM",14,180,136,140,153,159,141,NaN,33.1,94,51,1,1,,Off,
"6 Apr 2024, 5:54 PM",14,144,175,149,182,170,184,NaN,33.1,95,48,1,1,,Off,
"6 Apr 2024, 5:55 PM",14,188,141,169,135,174,142,NaN,33.1,97,48,1,1,,Off,
"6 Apr 2024, 5:56 PM",14,156,170,149,154,176,163,NaN,33.1,95,50,1,1,,Off,
"6 Apr 2024, 5:57 PM",14,173,170,167,169,183,131,NaN,33.1,93,51,1,1,,Off,
"6 Apr 2024, 5:58 PM",14,184,183,135,165,156,184,NaN,33.1,98,50,1,1,,Off,
"6 Apr 2024, 5:59 PM",14,130,132,155,165,136,146,NaN,33.1,99,49,1,1,,Off,
"6 Apr 2024, 6:00 PM",14,150,159,153,185,131,155,NaN,33.1,94,49,1,1,,Off,
"6 Apr 2024, 6:01 PM",14,158,187,160,131,137,138,NaN,33.1,94,48,1,1,,Off,
"6 Apr 2024, 6:02 PM",14,152,149,146,166,181,159,NaN,33.1,98,51,1,1,,Off,
"6 Apr 2024, 6:03 PM",14,187,155,175,162,136,183,NaN,33.1,94,50,1,1,,Off,
"6 Apr 2024, 6:04 PM",14,135,185,147,177,141,133,NaN,33.1,99,50,1,1,,Off,
"6 Apr 2024, 6:05 PM",14,169,143,142,163,188,136,NaN,33.1,97,48,1,1,,Off,
"6 Apr 2024, 6:06 PM",14,152,133,161,178,180,133,NaN,33.1,94,49,1,1,,Off,
"6 Apr 2024, 6:07 PM",14,160,139,155,179,137,154,NaN,33.1,98,50,1,1,,Off,
"6 Apr 2024, 6:08 PM",14,-235.6428571,-235.6428571,-235.6428571,-235.6428571,-235.6428571,-235.6428571,NaN,33.1,96,50,1,1,,Off,
"6 Apr 2024, 6:09 PM",14,-243.2857143,-243.2857143,-243.2857143,-243.2857143,-243.2857143,-243.2857143,NaN,33.1,99,50,1,1,,Off,
"6 Apr 2024, 6:10 PM",14,-250.9285714,-250.9285714,-250.9285714,-250.9285714,-250.9285714,-250.9285714,NaN,33.1,93,50,1,1,,Off,
"6 Apr 2024, 6:11 PM",14,-258.5714286,-258.5714286,-258.5714286,-258.5714286,-258.5714286,-258.5714286,NaN,33.1,97,49,1,1,,Off,
"6 Apr 2024, 6:12 PM",14,-266.2142857,-266.2142857,-266.2142857,-266.2142857,-266.2142857,-266.2142857,NaN,33.1,94,50,1,1,,Off,
"6 Apr 2024, 6:13 PM",14,-273.8571429,-273.8571429,-273.8571429,-273.8571429,-273.8571429,-273.8571429,NaN,33.1,98,49,1,1,,Off,
"6 Apr 2024, 6:14 PM",14,-281.5,-281.5,-281.5,-281.5,-281.5,-281.5,NaN,33.1,96,49,1,1,,Off,
"6 Apr 2024, 6:15 PM",14,155,185,172,178,190,177,NaN,33.1,94,49,1,1,,Off,
"6 Apr 2024, 6:16 PM",14,141,143,179,166,146,155,NaN,33.1,96,49,1,1,,Off,
"6 Apr 2024, 6:17 PM",14,179,138,141,168,165,163,NaN,33.1,96,49,1,1,,Off,
"6 Apr 2024, 6:18 PM",14,181,170,131,177,151,150,NaN,33.1,95,49,1,1,,Off,
"6 Apr 2024, 6:19 PM",14,176,146,152,179,152,181,NaN,33.1,95,49,1,1,,Off,
"6 Apr 2024, 6:20 PM",14,146,148,179,131,170,163,NaN,33.1,94,49,1,1,,Off,
"6 Apr 2024, 6:21 PM",14,162,180,146,130,185,132,NaN,33.1,99,49,1,1,,Off,
"6 Apr 2024, 6:22 PM",14,144,138,168,187,150,145,NaN,33.1,99,49,1,1,,Off,
"6 Apr 2024, 6:23 PM",14,179,136,172,155,139,166,NaN,33.1,98,49,1,1,,Off,
"6 Apr 2024, 6:24 PM",14,139,190,147,147,172,168,NaN,33.1,98,49,1,1,,Off,
"6 Apr 2024, 6:25 PM",14,164,147,130,181,150,163,NaN,33.1,94,49,1,1,,Off,
"6 Apr 2024, 6:26 PM",14,151,145,170,163,163,150,NaN,33.1,98,49,1,1,,Off,
"6 Apr 2024, 6:27 PM",14,154,149,173,190,130,183,NaN,32.8,99,49,1,1,,Off,
"6 Apr 2024, 6:28 PM",14,175,153,171,178,159,163,NaN,32.8,93,49,1,1,,Off,
"6 Apr 2024, 6:29 PM",14,165,179,173,158,169,136,NaN,32.8,97,49,1,1,,Off,
