,hourly_interval,Soil - EC,Soil - Moisture,Soil - Nitrogen,Soil - PH,Soil - Phosphorus,Soil - Potassium,Soil - Temperature,feed
1652,2024-07-25 01:40:00,101.84210526315788,0.0,0.0,6.8,5.842105263157895,0.0,28.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1653,2024-07-25 01:50:00,127.0,1.0,0.0,5.0,18.0,10.0,28.600000000000005,7.5g egg carton cardboard
1654,2024-07-25 01:50:00,120.0,0.0,0.0,7.599999999999999,15.0,7.0,28.8,7.5g egg shell
1656,2024-07-25 01:50:00,101.77777777777776,0.0,0.0,6.8,5.777777777777778,0.0,28.899999999999995,"7.5g coffee grinds, 7.5g egg carton cardboard"
1657,2024-07-25 02:00:00,127.0,1.0,0.0,5.0,18.0,10.0,28.6,7.5g egg carton cardboard
1658,2024-07-25 02:00:00,119.95,0.0,0.0,7.6,14.95,6.95,28.8,7.5g egg shell
1660,2024-07-25 02:00:00,101.75,0.0,0.0,6.8,5.75,0.0,28.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1661,2024-07-25 02:10:00,127.0,1.0,0.0,5.0,18.0,10.0,28.600000000000005,7.5g egg carton cardboard
1662,2024-07-25 02:10:00,120.0,0.0,0.0,7.599999999999999,15.0,7.0,28.8,7.5g egg shell
1664,2024-07-25 02:10:00,101.76470588235294,0.0,0.0,6.8,5.764705882352941,0.0,28.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1665,2024-07-25 03:50:00,171.6,1.0,0.0,5.36,82.8,165.8,28.9,7.5g egg carton cardboard
1666,2024-07-25 03:50:00,196.2,1.0,2.0,6.220000000000001,92.2,170.6,29.4,7.5g egg shell
1667,2024-07-25 03:50:00,342.1666666666667,1.0,32.5,5.183333333333333,166.5,208.66666666666663,28.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1668,2024-07-25 03:50:00,194.0,1.0,2.0,6.166666666666667,118.33333333333331,184.3333333333333,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1669,2024-07-25 04:00:00,143.3684210526316,1.0,174.47368421052633,5.8578947368421055,198.1052631578948,197.05263157894737,37.06842105263158,7.5g egg carton cardboard
1670,2024-07-25 04:00:00,157.2,0.0,123.55,6.32,210.7,178.9,24.83,7.5g egg shell
1671,2024-07-25 04:00:00,418.2105263157895,1.0,184.05263157894737,5.542105263157895,212.73684210526315,210.1052631578948,28.805263157894736,"7.5g coffee grinds, 7.5g egg carton cardboard"
1672,2024-07-25 04:00:00,291.0,1.0,175.10526315789474,6.568421052631579,190.57894736842104,189.1052631578948,37.72105263157895,"7.5g coffee grinds, 7.5g egg carton cardboard"
1673,2024-07-25 04:10:00,168.65,1.0,0.0,5.619999999999999,38.0,30.0,28.825,7.5g egg carton cardboard
1674,2024-07-25 04:10:00,189.3684210526316,1.0,1.0,6.536842105263158,48.0,40.36842105263158,29.28421052631579,7.5g egg shell
1675,2024-07-25 04:10:00,327.89473684210526,1.0,29.63157894736842,5.415789473684211,114.6842105263158,107.6842105263158,28.847368421052632,"7.5g coffee grinds, 7.5g egg carton cardboard"
1676,2024-07-25 04:10:00,195.6,1.0,2.0,6.390000000000001,51.0,43.6,29.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1677,2024-07-25 04:20:00,168.0,1.0,0.0,5.536842105263158,38.0,30.0,28.821052631578947,7.5g egg carton cardboard
1678,2024-07-25 04:20:00,188.05263157894737,1.0,0.1052631578947368,6.484210526315789,47.10526315789474,39.94736842105263,29.22105263157895,7.5g egg shell
1679,2024-07-25 04:20:00,323.25,1.0,28.45,5.45,112.7,105.4,28.805,"7.5g coffee grinds, 7.5g egg carton cardboard"
1680,2024-07-25 04:20:00,196.0,1.0,2.0,6.273684210526316,51.0,44.0,29.73684210526316,"7.5g coffee grinds, 7.5g egg carton cardboard"
1681,2024-07-25 04:30:00,167.3,1.0,0.0,5.5,37.3,29.3,28.8,7.5g egg carton cardboard
1682,2024-07-25 04:30:00,187.0,1.0,0.0,6.4,47.0,39.0,29.15,7.5g egg shell
1683,2024-07-25 04:30:00,320.2631578947368,1.0,28.0,5.3,111.52631578947368,103.73684210526316,28.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1684,2024-07-25 04:30:00,196.7,1.0,2.0,6.1850000000000005,51.7,44.0,29.695,"7.5g coffee grinds, 7.5g egg carton cardboard"
1685,2024-07-25 04:40:00,167.0,1.0,0.0,5.5,37.0,29.0,28.8,7.5g egg carton cardboard
1686,2024-07-25 04:40:00,186.52631578947367,1.0,0.0,6.484210526315789,46.526315789473685,39.0,29.105263157894736,7.5g egg shell
1687,2024-07-25 04:40:00,317.45,1.0,27.15,5.3,110.0,102.45,28.825,"7.5g coffee grinds, 7.5g egg carton cardboard"
1688,2024-07-25 04:40:00,197.0,1.0,2.0,6.026315789473684,52.0,44.0,29.668421052631583,"7.5g coffee grinds, 7.5g egg carton cardboard"
1689,2024-07-25 04:50:00,167.0,1.0,0.0,5.5,37.0,29.0,28.8,7.5g egg carton cardboard
1690,2024-07-25 04:50:00,186.0,1.0,0.0,6.5,46.0,39.0,29.090000000000003,7.5g egg shell
1691,2024-07-25 04:50:00,315.3684210526316,1.0,27.0,5.3,108.94736842105264,101.42105263157896,28.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1692,2024-07-25 04:50:00,197.1,1.0,2.0,5.930000000000001,52.0,44.1,29.605,"7.5g coffee grinds, 7.5g egg carton cardboard"
1693,2024-07-25 05:00:00,167.0,1.0,0.0,5.5,37.0,29.0,28.8,7.5g egg carton cardboard
1694,2024-07-25 05:00:00,186.0,1.0,0.0,6.5,46.0,39.0,29.057894736842105,7.5g egg shell
1695,2024-07-25 05:00:00,313.35,1.0,26.4,5.3,107.9,100.45,28.945,"7.5g coffee grinds, 7.5g egg carton cardboard"
1696,2024-07-25 05:00:00,197.57894736842104,1.0,2.0,5.9,52.0,44.578947368421055,29.6,"7.5g coffee grinds, 7.5g egg carton cardboard"
1697,2024-07-25 05:10:00,167.0,1.0,0.0,5.5,37.0,29.0,28.82,7.5g egg carton cardboard
1698,2024-07-25 05:10:00,185.75,1.0,0.0,6.545,46.0,38.75,29.035000000000004,7.5g egg shell
1699,2024-07-25 05:10:00,311.8421052631579,1.0,26.05263157894737,5.294736842105263,107.10526315789474,99.78947368421052,29.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1700,2024-07-25 05:10:00,198.0,1.0,2.0,5.9,52.0,45.0,29.6,"7.5g coffee grinds, 7.5g egg carton cardboard"
1701,2024-07-25 05:20:00,166.8421052631579,1.0,0.0,5.5,37.0,29.0,28.86315789473684,7.5g egg carton cardboard
1702,2024-07-25 05:20:00,185.26315789473685,1.0,0.0,6.6,46.0,38.26315789473684,29.04736842105263,7.5g egg shell
1703,2024-07-25 05:20:00,311.1,1.0,26.0,5.3,106.8,99.35,29.04,"7.5g coffee grinds, 7.5g egg carton cardboard"
1704,2024-07-25 05:20:00,198.0,1.0,2.0,5.842105263157895,52.0,45.0,29.6,"7.5g coffee grinds, 7.5g egg carton cardboard"
1705,2024-07-25 05:30:00,166.45,1.0,0.0,5.64,37.0,29.0,28.895,7.5g egg carton cardboard
1706,2024-07-25 05:30:00,185.0,1.0,0.0,6.6,46.0,38.0,29.07,7.5g egg shell
1707,2024-07-25 05:30:00,310.2631578947368,1.0,26.0,5.3,106.36842105263158,99.05263157894736,29.115789473684213,"7.5g coffee grinds, 7.5g egg carton cardboard"
1708,2024-07-25 05:30:00,198.0,1.0,2.0,5.8,52.0,45.0,29.610000000000003,"7.5g coffee grinds, 7.5g egg carton cardboard"
1709,2024-07-25 05:40:00,166.0,1.0,0.0,5.694736842105264,37.0,29.0,28.894736842105264,7.5g egg carton cardboard
1710,2024-07-25 05:40:00,185.0,1.0,0.0,6.683333333333334,46.0,38.0,29.03888888888889,7.5g egg shell
1711,2024-07-25 05:40:00,308.89473684210526,1.0,25.73684210526316,5.3,105.78947368421052,98.78947368421052,29.168421052631583,"7.5g coffee grinds, 7.5g egg carton cardboard"
1712,2024-07-25 05:40:00,198.0,1.0,2.0,5.8052631578947365,52.0,45.0,29.610526315789475,"7.5g coffee grinds, 7.5g egg carton cardboard"
1713,2024-07-25 05:50:00,166.0,1.0,0.0,5.5894736842105255,37.0,29.0,28.894736842105264,7.5g egg carton cardboard
1714,2024-07-25 05:50:00,185.0,1.0,0.0,6.7,46.0,38.0,29.04736842105263,7.5g egg shell
1715,2024-07-25 05:50:00,307.7,1.0,25.25,5.345000000000001,105.15,98.15,29.265,"7.5g coffee grinds, 7.5g egg carton cardboard"
1716,2024-07-25 05:50:00,198.0,1.0,2.0,5.8,52.0,45.0,29.610526315789475,"7.5g coffee grinds, 7.5g egg carton cardboard"
1717,2024-07-25 06:00:00,166.0,1.0,0.0,5.5,37.0,29.0,28.9,7.5g egg carton cardboard
1718,2024-07-25 06:00:00,185.0,1.0,0.0,6.7,46.0,38.0,29.08,7.5g egg shell
1719,2024-07-25 06:00:00,307.2631578947368,1.0,25.05263157894737,5.3315789473684205,105.05263157894736,98.05263157894736,29.31052631578948,"7.5g coffee grinds, 7.5g egg carton cardboard"
1720,2024-07-25 06:00:00,198.0,1.0,2.0,5.8,52.0,45.0,29.605,"7.5g coffee grinds, 7.5g egg carton cardboard"
1721,2024-07-25 06:10:00,166.0,1.0,0.0,5.5,37.0,29.0,28.894736842105264,7.5g egg carton cardboard
1722,2024-07-25 06:10:00,184.6315789473684,1.0,0.0,6.7,45.63157894736842,38.0,29.094736842105267,7.5g egg shell
1723,2024-07-25 06:10:00,306.3,1.0,25.0,5.3,104.35,97.35,29.395,"7.5g coffee grinds, 7.5g egg carton cardboard"
1724,2024-07-25 06:10:00,198.0,1.0,2.0,5.8,52.0,45.0,29.605263157894736,"7.5g coffee grinds, 7.5g egg carton cardboard"
1725,2024-07-25 06:20:00,166.0,1.0,0.0,5.5,37.0,29.0,28.9,7.5g egg carton cardboard
1726,2024-07-25 06:20:00,184.42105263157896,1.0,0.0,6.715789473684211,45.42105263157895,38.0,29.1,7.5g egg shell
1727,2024-07-25 06:20:00,305.7368421052632,1.0,25.0,5.326315789473685,104.10526315789474,97.10526315789474,29.4,"7.5g coffee grinds, 7.5g egg carton cardboard"
1728,2024-07-25 06:20:00,198.0,1.0,2.0,5.8315789473684205,52.0,45.0,29.6,"7.5g coffee grinds, 7.5g egg carton cardboard"
1729,2024-07-25 06:30:00,166.0,1.0,0.0,5.5,37.0,29.0,28.9,7.5g egg carton cardboard
1730,2024-07-25 06:30:00,184.3,1.0,0.0,6.8,45.3,38.0,29.12,7.5g egg shell
1731,2024-07-25 06:30:00,304.9,1.0,25.0,5.375,103.8,96.8,29.475,"7.5g coffee grinds, 7.5g egg carton cardboard"
1732,2024-07-25 06:30:00,198.0,1.0,2.0,5.890000000000001,52.0,45.0,29.605,"7.5g coffee grinds, 7.5g egg carton cardboard"
1733,2024-07-25 06:40:00,165.89473684210526,1.0,0.0,5.505263157894737,36.89473684210526,29.0,28.9,7.5g egg carton cardboard
1734,2024-07-25 06:40:00,184.1052631578948,1.0,0.0,6.8,45.10526315789474,38.0,29.168421052631583,7.5g egg shell
1735,2024-07-25 06:40:00,304.57894736842104,1.0,24.94736842105263,5.4,103.47368421052632,96.47368421052632,29.5,"7.5g coffee grinds, 7.5g egg carton cardboard"
1736,2024-07-25 06:40:00,198.0,1.0,2.0,5.9,52.0,45.0,29.605263157894736,"7.5g coffee grinds, 7.5g egg carton cardboard"
1737,2024-07-25 06:50:00,165.15,1.0,0.0,5.5,36.15,29.0,28.9,7.5g egg carton cardboard
1738,2024-07-25 06:50:00,184.0,1.0,0.0,6.8,45.0,38.0,29.195,7.5g egg shell
1739,2024-07-25 06:50:00,304.25,1.0,24.85,5.41,103.35,96.35,29.565000000000005,"7.5g coffee grinds, 7.5g egg carton cardboard"
1740,2024-07-25 06:50:00,198.0,1.0,2.0,5.9,52.0,45.0,29.62,"7.5g coffee grinds, 7.5g egg carton cardboard"
1741,2024-07-25 07:00:00,165.0,1.0,0.0,5.5,36.0,29.0,28.9,7.5g egg carton cardboard
1742,2024-07-25 07:00:00,184.0,1.0,0.0,6.8,45.0,38.0,29.20526315789473,7.5g egg shell
1743,2024-07-25 07:00:00,303.94736842105266,1.0,24.73684210526316,5.510526315789474,103.15789473684212,96.15789473684212,29.6,"7.5g coffee grinds, 7.5g egg carton cardboard"
1744,2024-07-25 07:00:00,198.0,1.0,2.0,5.9526315789473685,52.0,45.0,29.626315789473683,"7.5g coffee grinds, 7.5g egg carton cardboard"
1745,2024-07-25 07:10:00,165.0,1.0,0.0,5.515789473684211,36.0,29.0,28.905263157894733,7.5g egg carton cardboard
1746,2024-07-25 07:10:00,184.0,1.0,0.0,6.838888888888889,45.0,38.0,29.29444444444444,7.5g egg shell
1747,2024-07-25 07:10:00,303.8333333333333,1.0,24.666666666666668,5.5,103.16666666666669,96.16666666666669,29.65,"7.5g coffee grinds, 7.5g egg carton cardboard"
1748,2024-07-25 07:10:00,198.0,1.0,2.0,5.905263157894737,52.0,45.0,29.663157894736845,"7.5g coffee grinds, 7.5g egg carton cardboard"
1749,2024-07-25 07:20:00,165.0,1.0,0.0,5.5,36.0,29.0,28.93157894736842,7.5g egg carton cardboard
1750,2024-07-25 07:20:00,184.0,1.0,0.0,6.9,45.0,38.0,29.3,7.5g egg shell
1751,2024-07-25 07:20:00,303.95,1.0,24.8,5.430000000000001,103.15,96.15,29.7,"7.5g coffee grinds, 7.5g egg carton cardboard"
1752,2024-07-25 07:20:00,198.0,1.0,2.0,5.9,52.0,45.0,29.68947368421053,"7.5g coffee grinds, 7.5g egg carton cardboard"
1753,2024-07-25 07:30:00,165.0,1.0,0.0,5.563157894736842,36.0,29.0,28.957894736842107,7.5g egg carton cardboard
1754,2024-07-25 07:30:00,184.0,1.0,0.0,6.9,45.0,38.0,29.305263157894736,7.5g egg shell
1755,2024-07-25 07:30:00,303.42105263157896,1.0,24.42105263157895,5.3,103.05263157894736,96.05263157894736,29.70526315789473,"7.5g coffee grinds, 7.5g egg carton cardboard"
1756,2024-07-25 07:30:00,198.0,1.0,2.0,5.9,52.0,45.0,29.694736842105264,"7.5g coffee grinds, 7.5g egg carton cardboard"
1757,2024-07-25 07:40:00,165.0,1.0,0.0,5.505,36.0,29.0,28.985000000000003,7.5g egg carton cardboard
1758,2024-07-25 07:40:00,184.0,1.0,0.0,6.9,45.0,38.0,29.37,7.5g egg shell
1759,2024-07-25 07:40:00,302.8,1.0,24.2,5.29,102.65,95.65,29.755000000000003,"7.5g coffee grinds, 7.5g egg carton cardboard"
1760,2024-07-25 07:40:00,198.0,1.0,2.0,5.99,52.0,45.0,29.7,"7.5g coffee grinds, 7.5g egg carton cardboard"
1761,2024-07-25 07:50:00,165.0,1.0,0.0,5.6,36.0,29.0,28.994444444444444,7.5g egg carton cardboard
1762,2024-07-25 07:50:00,184.0,1.0,0.0,6.921052631578948,45.0,38.0,29.4,7.5g egg shell
1763,2024-07-25 07:50:00,302.63157894736844,1.0,24.105263157894736,5.221052631578948,102.52631578947368,95.52631578947368,29.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1764,2024-07-25 07:50:00,198.0,1.0,2.0,6.0,52.0,45.0,29.700000000000003,"7.5g coffee grinds, 7.5g egg carton cardboard"
1765,2024-07-25 08:00:00,165.0,1.0,0.0,5.6,36.0,29.0,29.0,7.5g egg carton cardboard
1766,2024-07-25 08:00:00,184.0,1.0,0.0,6.978947368421053,45.0,38.0,29.4,7.5g egg shell
1767,2024-07-25 08:00:00,301.94736842105266,1.0,24.105263157894736,5.184210526315789,102.15789473684212,95.15789473684212,29.81052631578948,"7.5g coffee grinds, 7.5g egg carton cardboard"
1768,2024-07-25 08:00:00,198.0,1.0,2.0,6.0,52.0,45.0,29.7,"7.5g coffee grinds, 7.5g egg carton cardboard"
1769,2024-07-25 08:10:00,164.8421052631579,1.0,0.0,5.6,36.0,28.84210526315789,29.0,7.5g egg carton cardboard
1770,2024-07-25 08:10:00,184.0,1.0,0.0,7.0,45.0,38.0,29.4,7.5g egg shell
1771,2024-07-25 08:10:00,301.75,1.0,24.0,5.1,102.0,95.0,29.89,"7.5g coffee grinds, 7.5g egg carton cardboard"
1772,2024-07-25 08:10:00,198.0,1.0,2.0,6.0,52.0,45.0,29.72631578947368,"7.5g coffee grinds, 7.5g egg carton cardboard"
1773,2024-07-25 08:20:00,164.28571428571428,1.0,0.0,5.6,36.0,28.285714285714285,29.0,7.5g egg carton cardboard
1774,2024-07-25 08:20:00,184.0,1.0,0.0,7.0,45.0,38.0,29.425,7.5g egg shell
1775,2024-07-25 08:20:00,301.61538461538464,1.0,24.0,5.061538461538461,102.0,95.0,29.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1776,2024-07-25 08:20:00,198.0,1.0,2.0,6.0,52.0,45.0,29.70909090909091,"7.5g coffee grinds, 7.5g egg carton cardboard"
1777,2024-07-25 08:30:00,164.0,1.0,0.0,5.6,36.0,28.0,28.99473684210526,7.5g egg carton cardboard
1778,2024-07-25 08:30:00,184.0,1.0,0.0,7.0,45.0,38.0,29.475,7.5g egg shell
1779,2024-07-25 08:30:00,300.9,1.0,23.95,5.055,101.8,94.8,29.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1780,2024-07-25 08:30:00,198.0,1.0,2.0,6.0,52.0,45.0,29.742105263157896,"7.5g coffee grinds, 7.5g egg carton cardboard"
1781,2024-07-25 08:40:00,164.0,1.0,0.0,5.66,36.0,28.0,29.0,7.5g egg carton cardboard
1782,2024-07-25 08:40:00,184.0,1.0,0.0,7.0,45.0,38.0,29.489473684210523,7.5g egg shell
1783,2024-07-25 08:40:00,300.63157894736844,1.0,24.0,5.052631578947368,101.47368421052632,94.47368421052632,29.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1784,2024-07-25 08:40:00,198.0,1.0,2.0,6.0,52.0,45.0,29.76842105263158,"7.5g coffee grinds, 7.5g egg carton cardboard"
1785,2024-07-25 08:50:00,164.0,1.0,0.0,5.7,36.0,28.0,28.968421052631577,7.5g egg carton cardboard
1786,2024-07-25 08:50:00,184.0,1.0,0.0,7.07,45.0,38.0,29.495,7.5g egg shell
1787,2024-07-25 08:50:00,300.0,1.0,23.85,5.1,101.15,94.15,29.95,"7.5g coffee grinds, 7.5g egg carton cardboard"
1788,2024-07-25 08:50:00,197.95,1.0,2.0,6.0,52.0,44.95,29.785000000000004,"7.5g coffee grinds, 7.5g egg carton cardboard"
1789,2024-07-25 09:00:00,164.0,1.0,0.0,5.7,36.0,28.0,28.98,7.5g egg carton cardboard
1790,2024-07-25 09:00:00,183.94736842105263,1.0,0.0,7.1000000000000005,45.0,37.94736842105263,29.49473684210526,7.5g egg shell
1791,2024-07-25 09:00:00,300.10526315789474,1.0,23.73684210526316,5.1,101.3157894736842,94.3157894736842,29.968421052631577,"7.5g coffee grinds, 7.5g egg carton cardboard"
1792,2024-07-25 09:00:00,197.94736842105263,1.0,2.0,6.0,52.0,44.94736842105263,29.794736842105262,"7.5g coffee grinds, 7.5g egg carton cardboard"
1793,2024-07-25 09:10:00,164.05263157894737,1.0,0.0,5.7,36.0,28.05263157894737,28.989473684210523,7.5g egg carton cardboard
1794,2024-07-25 09:10:00,183.94736842105263,1.0,0.0,7.1000000000000005,45.0,37.94736842105263,29.5,7.5g egg shell
1795,2024-07-25 09:10:00,299.65,1.0,23.6,5.1,101.0,94.0,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1796,2024-07-25 09:10:00,197.75,1.0,2.0,5.970000000000001,52.0,44.75,29.795,"7.5g coffee grinds, 7.5g egg carton cardboard"
1797,2024-07-25 09:20:00,163.55,1.0,0.0,5.7,35.55,28.0,28.99,7.5g egg carton cardboard
1798,2024-07-25 09:20:00,183.85,1.0,0.0,7.1,45.0,37.85,29.5,7.5g egg shell
1799,2024-07-25 09:20:00,299.3684210526316,1.0,23.473684210526315,5.1,100.89473684210526,93.89473684210526,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1800,2024-07-25 09:20:00,197.31578947368425,1.0,2.0,5.9,52.0,44.31578947368421,29.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1801,2024-07-25 09:30:00,163.52631578947367,1.0,0.0,5.7368421052631575,35.526315789473685,28.0,28.984210526315792,7.5g egg carton cardboard
1802,2024-07-25 09:30:00,183.3684210526316,1.0,0.0,7.1000000000000005,45.0,37.36842105263158,29.5,7.5g egg shell
1803,2024-07-25 09:30:00,298.8,1.0,23.3,5.1,100.5,93.5,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1804,2024-07-25 09:30:00,197.1,1.0,2.0,5.9,52.0,44.1,29.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1805,2024-07-25 09:40:00,163.3684210526316,1.0,0.0,5.794736842105263,35.36842105263158,28.0,28.96315789473684,7.5g egg carton cardboard
1806,2024-07-25 09:40:00,183.2,1.0,0.0,7.1,45.0,37.2,29.5,7.5g egg shell
1807,2024-07-25 09:40:00,298.2631578947368,1.0,23.0,5.1,100.36842105263158,93.36842105263158,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1808,2024-07-25 09:40:00,197.1052631578948,1.0,2.0,5.894736842105263,52.0,44.10526315789474,29.8,"7.5g coffee grinds, 7.5g egg carton cardboard"
1809,2024-07-25 09:50:00,163.0,1.0,0.0,5.8,35.0,28.0,28.965,7.5g egg carton cardboard
1810,2024-07-25 09:50:00,183.05263157894737,1.0,0.0,7.126315789473685,45.0,37.05263157894737,29.5,7.5g egg shell
1811,2024-07-25 09:50:00,297.95,1.0,23.1,5.1,100.15,93.15,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1812,2024-07-25 09:50:00,197.0,1.0,2.0,5.880000000000001,52.0,44.0,29.79,"7.5g coffee grinds, 7.5g egg carton cardboard"
1813,2024-07-25 10:00:00,163.0,1.0,0.0,5.8,35.0,28.0,28.978947368421053,7.5g egg carton cardboard
1814,2024-07-25 10:00:00,183.0,1.0,0.0,7.2,45.0,37.0,29.5,7.5g egg shell
1815,2024-07-25 10:00:00,297.1578947368421,1.0,23.0,5.1,99.84210526315788,92.84210526315788,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1816,2024-07-25 10:00:00,197.0,1.0,2.0,5.8,52.0,44.0,29.76842105263158,"7.5g coffee grinds, 7.5g egg carton cardboard"
1817,2024-07-25 10:10:00,163.0,1.0,0.0,5.8,35.0,28.0,28.96,7.5g egg carton cardboard
1818,2024-07-25 10:10:00,183.0,1.0,0.0,7.2,45.0,37.0,29.5,7.5g egg shell
1819,2024-07-25 10:10:00,296.6842105263158,1.0,23.0,5.1,99.63157894736842,92.63157894736842,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1820,2024-07-25 10:10:00,197.0,1.0,2.0,5.8,52.0,44.0,29.79,"7.5g coffee grinds, 7.5g egg carton cardboard"
1821,2024-07-25 10:20:00,163.0,1.0,0.0,5.8,35.0,28.0,28.984210526315792,7.5g egg carton cardboard
1822,2024-07-25 10:20:00,183.0,1.0,0.0,7.2,45.0,37.0,29.5,7.5g egg shell
1823,2024-07-25 10:20:00,296.45,1.0,23.0,5.09,99.45,92.45,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1824,2024-07-25 10:20:00,197.0,1.0,2.0,5.8,52.0,44.0,29.76842105263158,"7.5g coffee grinds, 7.5g egg carton cardboard"
1825,2024-07-25 10:30:00,163.0,1.0,0.0,5.8,35.0,28.0,28.97,7.5g egg carton cardboard
1826,2024-07-25 10:30:00,183.0,1.0,0.0,7.2,45.0,37.0,29.5,7.5g egg shell
1827,2024-07-25 10:30:00,295.5263157894737,1.0,22.94736842105263,5.036842105263158,99.05263157894736,92.0,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1828,2024-07-25 10:30:00,197.0,1.0,2.0,5.8,52.0,44.0,29.72631578947368,"7.5g coffee grinds, 7.5g egg carton cardboard"
1829,2024-07-25 10:40:00,162.78947368421052,1.0,0.0,5.8,35.0,27.789473684210527,28.93684210526316,7.5g egg carton cardboard
1830,2024-07-25 10:40:00,183.0,1.0,0.0,7.229999999999999,45.0,37.0,29.5,7.5g egg shell
1831,2024-07-25 10:40:00,295.4,1.0,22.75,5.115,99.2,91.95,30.0,"7.5g coffee grinds, 7.5g egg carton cardboard"
1832,2024-07-25 10:40:00,196.95,1.0,2.0,5.8,51.95,44.0,29.73,"7.5g coffee grinds, 7.5g egg carton cardboard"
1833,2024-07-25 10:50:00,162.1,1.0,0.0,5.8,35.0,27.1,28.93,7.5g egg carton cardboard
1834,2024-07-25 10:50:00,183.0,1.0,0.0,7.3,45.0,37.0,29.5,7.5g egg shell
1835,2024-07-25 10:50:00,294.57894736842104,1.0,22.473684210526315,5.084210526315789,99.0,91.52631578947368,29.989473684210523,"7.5g coffee grinds, 7.5g egg carton cardboard"
1836,2024-07-25 10:50:00,196.7894736842105,1.0,2.0,5.8,51.78947368421053,44.0,29.71052631578948,"7.5g coffee grinds, 7.5g egg carton cardboard"
1837,2024-07-25 11:00:00,162.0,1.0,0.0,5.8,35.0,27.0,28.910526315789472,7.5g egg carton cardboard
1838,2024-07-25 11:00:00,183.0,1.0,0.0,7.3,45.0,37.0,29.5,7.5g egg shell
1839,2024-07-25 11:00:00,293.95,1.0,22.2,5.0,98.7,91.2,29.92,"7.5g coffee grinds, 7.5g egg carton cardboard"
1840,2024-07-25 11:00:00,196.35,1.0,2.0,5.8,51.35,44.0,29.735000000000003,"7.5g coffee grinds, 7.5g egg carton cardboard"
1841,2024-07-25 11:10:00,162.0,1.0,0.0,5.885,35.0,27.0,28.905,7.5g egg carton cardboard
1842,2024-07-25 11:10:00,183.0,1.0,0.0,7.3,45.0,37.0,29.45263157894737,7.5g egg shell
1843,2024-07-25 11:10:00,293.0,1.0,22.105263157894736,4.973684210526316,98.10526315789474,90.89473684210526,29.910526315789472,"7.5g coffee grinds, 7.5g egg carton cardboard"
1844,2024-07-25 11:10:00,196.05263157894737,1.0,2.0,5.810526315789473,51.05263157894737,44.0,29.70526315789473,"7.5g coffee grinds, 7.5g egg carton cardboard"
1845,2024-07-25 11:20:00,162.0,1.0,0.0,5.9,35.0,27.0,28.93684210526316,7.5g egg carton cardboard
1846,2024-07-25 11:20:00,182.8,1.0,0.0,7.3,45.0,37.0,29.434999999999995,7.5g egg shell
1847,2024-07-25 11:20:00,292.7,1.0,22.0,4.91,98.0,90.7,29.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1848,2024-07-25 11:20:00,196.0,1.0,2.0,5.8,51.0,44.0,29.7,"7.5g coffee grinds, 7.5g egg carton cardboard"
1849,2024-07-25 11:30:00,162.0,1.0,0.0,5.9,35.0,27.0,28.965,7.5g egg carton cardboard
1850,2024-07-25 11:30:00,182.42105263157896,1.0,0.0,7.3,45.0,37.0,29.426315789473687,7.5g egg shell
1851,2024-07-25 11:30:00,292.63157894736844,1.0,22.0,4.9105263157894745,98.0,90.63157894736842,29.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1852,2024-07-25 11:30:00,196.0,1.0,2.0,5.8,51.0,44.0,29.7,"7.5g coffee grinds, 7.5g egg carton cardboard"
1853,2024-07-25 11:40:00,162.0,1.0,0.0,5.9,35.0,27.0,28.989473684210523,7.5g egg carton cardboard
1854,2024-07-25 11:40:00,182.15,1.0,0.0,7.3,45.0,37.0,29.41,7.5g egg shell
1855,2024-07-25 11:40:00,291.4,1.0,22.0,4.915000000000001,97.55,89.85,29.9,"7.5g coffee grinds, 7.5g egg carton cardboard"
1856,2024-07-25 11:40:00,196.0,1.0,2.0,5.8,51.0,44.0,29.7,"7.5g coffee grinds, 7.5g egg carton cardboard"
